,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
596,Dosso,NE,2021-10-27 22:28:32,13.049,3.1937,86.77,29,4,6.02
597,Katiola,CI,2021-10-27 22:28:32,8.1333,-5.1,79.43,80,100,3.83
598,Sambava,MG,2021-10-27 22:28:33,-14.2667,50.1667,72.27,86,21,3.09
599,Port Augusta,AU,2021-10-27 22:28:33,-32.5,137.7667,81.72,55,0,5.61
600,Kokopo,PG,2021-10-27 22:28:34,-4.352,152.2633,83.35,70,29,7.38
601,Lindsay,US,2021-10-27 22:27:18,36.203,-119.0882,72.01,51,1,0.0
602,Dudinka,RU,2021-10-27 22:28:35,69.4058,86.1778,-9.69,99,86,5.46
603,Tolaga Bay,NZ,2021-10-27 22:28:35,-38.3667,178.3,68.25,59,100,4.9
604,Boundiali,CI,2021-10-27 22:28:35,9.5217,-6.4869,75.96,85,77,6.22
605,Pudozh,RU,2021-10-27 22:28:36,61.8099,36.5345,40.86,96,100,2.8
606,Angelopolis,US,2021-10-27 22:27:54,34.0522,-118.2437,90.45,30,1,4.61
607,Nemuro,JP,2021-10-27 22:28:37,43.3236,145.575,56.21,86,23,13.96
608,Sulam,IL,2021-10-27 22:28:37,32.6061,35.3341,64.24,67,2,2.55
609,Guerrero Negro,MX,2021-10-27 22:28:38,27.9769,-114.0611,81.01,27,0,10.07
610,Florianopolis,BR,2021-10-27 22:24:10,-27.6146,-48.5012,72.41,66,0,5.75
611,Baglan,AF,2021-10-27 22:28:38,36.1307,68.7083,56.5,42,45,4.97
612,Puerto Cabezas,NI,2021-10-27 22:28:39,14.0351,-83.3888,84.16,84,40,6.91
613,Arras,FR,2021-10-27 22:28:39,50.293,2.7819,50.67,93,40,8.68
614,Temir,KZ,2021-10-27 22:28:39,49.1414,57.13,31.5,48,14,7.74
615,Barichara,CO,2021-10-27 22:28:40,6.6357,-73.2228,67.59,96,100,3.04
616,Ilek,RU,2021-10-27 22:28:40,51.5271,53.3831,36.28,53,49,14.56
617,Mandalgovi,MN,2021-10-27 22:28:41,45.7625,106.2708,35.82,39,0,8.93
618,Menomonie,US,2021-10-27 22:28:41,44.8755,-91.9193,56.73,58,100,4.61
619,Cayenne,GF,2021-10-27 22:23:43,4.9333,-52.3333,82.44,81,40,4.0
620,San Martin,AR,2021-10-27 22:24:26,-33.081,-68.4681,90.14,12,40,4.61
621,Bjornevatn,NO,2021-10-27 22:28:42,69.6672,29.9847,21.54,93,7,4.61
622,Porto Walter,BR,2021-10-27 22:28:42,-8.2686,-72.7439,87.48,50,84,4.54
623,Simao,CN,2021-10-27 22:28:43,22.7886,100.9748,61.79,98,85,1.28
624,Nassau,US,2021-10-27 22:28:43,40.7507,-73.5829,60.51,72,90,3.0
625,Harper,LR,2021-10-27 22:28:44,4.375,-7.7169,77.49,87,72,7.49
626,Ust-Tsilma,RU,2021-10-27 22:28:44,65.441,52.1498,27.09,97,100,3.98
627,Dunmore Town,BS,2021-10-27 22:28:45,25.5,-76.65,81.27,76,13,14.03
628,Mae Tha,TH,2021-10-27 22:28:45,18.4646,99.1403,75.79,98,97,1.01
629,Makakilo City,US,2021-10-27 22:23:54,21.3469,-158.0858,84.52,58,90,6.91
630,Livingstone,ZM,2021-10-27 22:28:46,-17.8419,25.8543,78.3,42,34,9.33
631,Mayo,US,2021-10-27 22:26:57,38.8876,-76.5119,68.95,68,0,1.99
632,Khash,IR,2021-10-27 22:28:47,28.2211,61.2158,60.73,31,25,2.01
633,Sinnamary,GF,2021-10-27 22:28:47,5.3833,-52.95,78.91,84,30,9.17
634,Kushmurun,KZ,2021-10-27 22:28:47,52.4503,64.6311,33.62,47,55,14.58
635,Jalu,LY,2021-10-27 22:28:48,29.0331,21.5482,71.37,54,67,4.27
636,Redmond,US,2021-10-27 22:25:02,47.674,-122.1215,57.34,73,100,3.0
637,Moron,AR,2021-10-27 22:24:05,-34.6534,-58.6198,90.01,31,0,7.87
638,Odienne,CI,2021-10-27 22:28:49,9.51,-7.5692,73.63,90,73,3.62
639,Vanavara,RU,2021-10-27 22:28:49,60.34,102.2797,23.59,57,100,15.73
640,Punta Alta,AR,2021-10-27 22:27:55,-38.8759,-62.0736,72.52,50,19,13.49
641,Betong,TH,2021-10-27 22:28:50,5.7743,101.0723,72.21,99,100,1.88
642,Khandyga,RU,2021-10-27 22:28:50,62.6667,135.6,21.83,98,100,1.36
643,Kamaishi,JP,2021-10-27 22:28:50,39.2667,141.8833,56.84,80,18,5.35
644,Pitimbu,BR,2021-10-27 22:28:51,-7.4706,-34.8086,79.39,77,6,13.27
645,Takoradi,GH,2021-10-27 22:24:35,4.8845,-1.7554,78.84,85,12,8.34
646,Severnyy-Kospashskiy,RU,2021-10-27 22:28:51,59.0925,57.8008,34.61,100,100,8.99
647,Balabac,PH,2021-10-27 22:28:52,7.9868,117.0645,82.36,77,100,14.79
648,Lorengau,PG,2021-10-27 22:28:52,-2.0226,147.2712,83.03,76,36,5.79
649,Sungaipenuh,ID,2021-10-27 22:28:53,-2.0833,101.3833,64.63,84,99,2.3
650,Mitsamiouli,KM,2021-10-27 22:28:53,-11.3847,43.2844,78.31,79,2,1.7
651,Morant Bay,JM,2021-10-27 22:28:54,17.8815,-76.4093,83.82,78,61,8.37
652,Bundaberg,AU,2021-10-27 22:28:54,-24.85,152.35,77.29,73,90,12.66
653,Pyay,MM,2021-10-27 22:28:55,18.8167,95.2167,73.24,96,22,4.61
654,Viedma,AR,2021-10-27 22:26:30,-40.8135,-62.9967,76.44,19,5,16.64
655,Kalmunai,LK,2021-10-27 22:28:55,7.4167,81.8167,77.88,84,100,6.82
656,Kemijarvi,FI,2021-10-27 22:28:56,66.7131,27.4306,27.32,91,100,8.63
657,Shizunai,JP,2021-10-27 22:28:56,42.3339,142.3669,55.71,82,26,15.35
658,Portland,US,2021-10-27 22:27:32,45.5234,-122.6762,58.98,86,90,1.01
659,Bodrum,TR,2021-10-27 22:28:56,37.0383,27.4292,65.68,60,58,3.02
660,Puerto Penasco,MX,2021-10-27 22:28:57,31.3167,-113.5333,80.91,25,0,5.99
661,Springfield,US,2021-10-27 22:26:48,37.2153,-93.2982,53.65,94,90,7.0
662,Murray Bridge,AU,2021-10-27 22:28:58,-35.1167,139.2667,67.42,81,79,5.39
663,Yaan,NG,2021-10-27 22:28:58,7.3833,8.5667,75.97,87,100,5.91
664,Jiangyou,CN,2021-10-27 22:28:59,31.7667,104.7167,57.25,85,100,2.06
665,Kallaste,EE,2021-10-27 22:28:59,58.655,27.1592,50.23,83,100,18.79
666,Elk,PL,2021-10-27 22:29:00,53.8282,22.3647,51.57,85,100,13.27
667,Vernon,CA,2021-10-27 22:29:00,50.2581,-119.2691,57.61,40,76,1.99
668,Na Klang,TH,2021-10-27 22:29:01,17.3072,102.1889,69.76,99,100,3.67
669,Dwarka,IN,2021-10-27 22:29:02,22.2394,68.9678,81.0,54,5,11.39
